Commet,label
ጥንቆላና ሃይማኖት የተቀላቀለበት እምነት ኢትዮጵያ ውስጥ እየተስፋፋ ነው የኢትዮጵያ መከራ እንደ ባንዲራዎቿ ብዛቱ?,ስላቅ
መንግስት ህዝቡን እንዋጋ እያለ ነው።,ስላቅ
እና እንደዚ እየተሸነፊቹ ነዉ ስታዲየም የምሠራላቹ ? ለመሸነፍማ ያለዉ ስታዲየም በቂ ነዉ (አቶ መለስ ዜናዊ) ፈጣሪ ነፍሳቸውን ይማሪልን,ስላቅ
አማራ ሲታገት ሲፈናቀል የት ነበራችሁ,ስላቅ አይደለም
እግዚኦ የእናት ጭካኔ እንድህም ኣለ 😭😭😭,ስላቅ
ጋዛ፡ “የት እንድንሄድ ነው የሚፈልጉት? እንዲህ ሆነን የት እንሂድላቸው?”,ስላቅ አይደለም
የኢትዮጵያ ብ/ቡድን እግር ኳስ ተጨዋቾች ጂቡቲን አሸንፈው ነጥብ ካልሰበሰቡ በተገኘው መሸነፍ ነዉን ??እንዲያው የሰንደቅ ዓላማ ወኔም የላቸውም ???,ስላቅ
ኢትዮጵያ የቦንድ ብድር ወለድ ያልከፈለችው በገንዘብ እጥረት አለመሆኑን ገንዘብ ሚኒስቴር አስታወቀ,ስላቅ አይደለም
እንዲሁም ይህ እጅግ እርሶን የሚወዶት እና እጅግም የሚሳሳልዎን የአዲስአበባ ህዝብ ስራ እንዳይፈታ ብለው በቀን አንዴ ብቻ እንዲመገብ ስላደረጉ,ስላቅ
የኢትዮጵያን ክብር የሚያዋርዱ ሃሞቴቢሶች እነሱ የኢትዮጵያ ጠላቶች ናቸው እንጅ ተጫዋቾች አይደሉም 100%።,ስላቅ አይደለም
መር ምህረትአብ አስደናቂ ተግባር ፈፀመ ድንገት የተከሰተው አነጋጋሪ እንግዳ የመጣበት ሚስጥር መምህር ምህረ via ኦርቶዶክስ እናት ናት,ስላቅ አይደለም
ለመሳደብ ሳይሆን ያለኝን በመሬት ላይ ያለውን እውነታ ለማስረዳት ነው በመጀመሪያ መንግስትና ኣብዛኛው ውጭ ነዋሪ ከመንግስት ጋር ሆድና ጀርባ የሆኑበትን ምክንያት ማጤንና እንዴት ድጋፉ በመቅጽበት ወደ ኣለመደገፍ መለወጡ የኣመኔታ ጉዳይ መሆኑን መንግስት ኣውቆ በውጭ ያለውን ህዝብ ይቅርታ መጠየቅ ኣለበት ሁለተኛው ዲያስፖራ ከኢትዮጵያ ጋር ፍቅር እንዲይዘው ወይም ሀገሩን እንዲረዳ ያረጉት ኣንደኛ ዲያስፖራዎች ናቸው ወደኢትዮጵያ ከመሄዳቸው በፊ,ስላቅ አይደለም
ኣረ እፈሩ ለኣፍሪካ ነጻነት ክክ ኣሜሪካና እንግሊዝ ኤርትራን ያዝዋት ሲሉዋቹ ለምን ኤርትራን ያዛቹ ክክ በዚህ እየሰረቃቹ በዛ ስርቅ እንከላከላለን ስትሉ ምስኪን ደንቆሮ ህዝባቹ ኣሞኙት,ስላቅ
ሀማስ በመጀመሪያ ያደረሰው በደል እልቂት በኑፁሀን ሰወች ላይ እስራኤል የደረሰው እግፍ እና ሰቆቃ በደቡብ አፍሪካ ውስጥ ቢሆን እሷም ትብስ ነበር ታዲያ ምን ይሆናል በሰው ቁስል ላይ የሆነ ነገር ብታስገባበት ለአንተ አያምህም በደቡብ አፍሪካ የሆነውም እንደ ዚያ ማለት ነው,ስላቅ አይደለም
ብሔራዊ ቡድን የሚባል ባይኖረን ይሻላል !,ስላቅ አይደለም
እናመሰግናለን ጁቡቲ በሀገራቸው ብለው ነወ እንጂ,ስላቅ
💑አጠር ያለ ታሪክ ባል እና ሚስቱ በመሀላቸው ግጭት ተፈጥሮ አይነጋገሩም። ሁለቱም በረጅምትዝታ ተውጠዋል ። መጀመሪያ ማውራት ሽንፈት መስሎ ስለታያቸው ሳይነጋገሩ መተኛ ሰዓታቸው ደረሰ። ድንገት ግን ባል የሆነ ነገር ትዝ አለው። ነገ ጠዋት የስራ ስብሰባ ለመታደም ወደዛ ለመሄድ በረራ አለው። ሁሌ ደሞ ወደ ስራ ሲሄድ እንቅልፋም በመሆኑ የምትቀሰቅሰው ሚስቱ ናት። እናም የነገው ስብሰባ እንዳያመልጠው ለሚስቱ 111ሰዓት ቀስቅሽኝ ብሎ በ,ስላቅ አይደለም
ድንቄም ፌደራሊዝም ከነ ስሙ ብልፅግና ገዢው ፖርቱ ነው እኮ የሚባለው ጠቅላዩ በየክልሉ ብልፅግና ካልሆነ ኣይመቸኝም እያሉ ኣደለም እንዴ ያሉት የቱጋ ነው የሀይል ክፍፍል ያለው ህገ መንግስቱ ይሻሻል ሲባሉ በፓርላሜንት ለናንተ ሲባል ኣይሻሻልም ነው ያሉት ይህ ማለት ለኔ ተስማምቶኛል ተውኝ ነው ለዚህ ነው ለየኣንዳንዱ ፓርላማ ኣባል እያንዳድሽ ብትመረመሪ ጉድ ስላለባችሁ እምለውን ብቻ ስሙ ባይ ናቸው እንግዲህ እንደዚህ ኣይነት የፓርላማ ኣባል ወ,ስላቅ አይደለም
ሰሜን ኮሪያ ከሁለት ያልተሳኩ ሙከራዎች በኋላ ወታደራዊ የስለላ ሳተላይት አመጠቅኩ አለች,ስላቅ አይደለም
ጠሚንስትራችን እሳቤዎት እና ቅንነቶ ወደር የለውም እኛም ብልፅግናን ስንመርጥ የእሮሶን ዕራዕይ አይተን ነው በዕራይዎ መሰረት እየሰሩም ነውከዚህ ብዙ ውጣ ውረድ እና መከራ ጋር በጣም የሚደነቁ መሪ መሆኖትን ሳልገልፅ ባልፍ ንፉግነት ነው ነገር ግን የእርሶን ስራ ህዝብ እንዳያየው እያረገ ያለው እና እርሶም ወደ ስልጣን በመጡ ግዜ ዕፎይታ ለህዝብ ይሰጡበታል ተብሎ የታሰበውን ለውጥ ስላላመጡ ነው ለውጥ ያላመጡበትም እየተከተለ መከራ እያሳየ ያለው,ስላቅ አይደለም
ኡ ኡ ኡ ኡ,ስላቅ
እግር ኳዋስ ለኢትዮጵያ አይሆንም ወደ ሌላ መሠረተ ልማት ብሰራ ውጤታማ ይሆናል።,ስላቅ አይደለም
ነፍሰ ገዳይ መንግስተ ሰማያት ከቶ አይገባም ተብሎ ተጽፈዋል ፡፡,ስላቅ
የአመቱ ምርጥ ውሸት,ስላቅ አይደለም
ወደ ሮሜ ሰዎች 13 1 ነፍስ ሁሉ በበላይ ላሉት ባለ ሥልጣኖች ይገዛ ከእግዚአብሔር ካልተገኘ በቀር ሥልጣን የለምና ያሉትም ባለ ሥልጣኖች በእግዚአብሔር የተሾሙ ናቸው 2 ስለዚህ ባለ ሥልጣንን የሚቃወም የእግዚአብሔርን ሥርዓት ይቃወማል የሚቃወሙትም በራሳቸው ላይ ፍርድን ይቀበላሉ 3 ገዥዎች ለክፉ አድራጊዎች እንጂ መልካም ለሚያደርጉ የሚያስፈሩ አይደሉምና ባለ ሥልጣንን እንዳትፈራ ትወዳለህን መልካሙን አድርግ ከእርሱም ምስጋና ይሆንል,ስላቅ አይደለም
በህክምና መግደል ከተጀመር የዘር ፍሬ ስጦ መራባቱ ምን ይጠቅማል ሳስበው ግን መንግስት በተለያየ መንገድ ምንሞተው አላርካው ብሏን አይ 666,ስላቅ
በጣም ያሳዝናል ለእግር ኳሳችን ታድሶ አልያም ፀሎት ያስፈልጋል።,ስላቅ አይደለም
ሃገር አለኝ ብለው ባይመለሱ ጥሩ ነው በዛው ጠፍተው ወደ እስፔን ላሽ ቢሉ,ስላቅ
ግማታሞች ስለ እግር ኩዋስ አታዉሩ የት ታቃላችሁ እግር ምድራ ዛረኛ ኢትዮጵያ ዉስጥ ተመልካች እንጂ ተጫዋች የለም ስለ እግር ኳስ አትጨነቅ,ስላቅ አይደለም
እንደዚህ አይነት #አጋንንት_እኛጋርቦታዉ አይደለም አሁን ትክክለኛ ቦታዉን አግኝቷል,ስላቅ
የስንት ሚሊዮኖች ሞት እና መፈናቀል ነው የሚያስተምራችሁ ? ጋሼ ረጋ ይበሉ ፣ በ21 ዘመን ሰው እንደ ቅጠል እ,ስላቅ
አይሆች ናችሁ,ስላቅ
ኧረ ዙሩን አከረርከው ቀስ😂,ስላቅ
የት እንሂድ ?,ስላቅ
የታለ?,ስላቅ አይደለም
መጫዋቻ መዳ ለሌላት አገር መልካም ውጤ ነው ለውድቀት ተጠያቅ ፈደሬሺ,ስላቅ
ማነው የሚናሸንፈው,ስላቅ
እንደው ይሄ ሰውዬ ከየትኛው የድንቁርና ባህር ነው የተቀዳው እበት ከየት ነው ዶክትሬቱን ያገኘኸው ህውሀት ቢፈልግ ቀጥታ ፌደራል መንግስቱን የመዋጋት አቅም አለው እናንተ አማራና ትግሬ እንዲታረቅ ስለማትፈልጉ ነው ብስብስ ነህ ባጫ ደበሌ ትልቁ ስኬታችን አማራና ትግሬን ማጣላት ነው እያለ አንተ ትለፋደዳለህ አድርባይ ነህ,ስላቅ አይደለም
ለዐማራ ህዝብ ቆስላችኋል። ደምታችኋል። ያላለፋችሁት ፈተና አልነበረም። ዛሬም ድንገት ትጥቅ ፍቱ ስትባሉ እንዳመማችሁ ሁሉ እኔንም አሞኛል። ከአንተ ውስጥ ያለው ስሜት እኔንም ውስጥ,ስላቅ አይደለም
ምን ያህል እንደ ሀገር እያዥቆለቆልን እንደሆነ የጅራ ልጅ ይንገረን ።,ስላቅ
በፍለጎትና በጥረት ያስጠሩትን ከመተቸት መጫወቻ መዳ አና ጥሩ አሰልጣኝ/አበረሃምን/ያሳጡንን ኢ/ኳ/ፈደረሸንን መተቸት ነወ። ከጎፋ ሳውላ,ስላቅ
ጥሩ ነው የደሀውን ማህበረሰብ ህይወት የሚቀይር ስራ ነው። በርቱልን,ስላቅ አይደለም
"እኔ ግራ ገባኝ ኳስ ናት ፈልጋ የምትመታቸው እነሱ ናቸው ኳስ ፈልገው የሚመቱት ጅቡቲን ካላሸነፉ ማን ያሸንፏሉ አጃይብ
እንድ ቀን በኳስ ሳንደሰት እንሙት አርሴናል ማች በተጫወቱ ቁጥር እየጨፈርን
ለአገር ሳንጨፍር አጃይብ
",ስላቅ
እሽ አይተነዋል ወደነዋል ግን በጀት የለንም🤣🤣🤣,ስላቅ
በፍፁም!!ደስ ነዉ ያለን::ሀዋዝን በዳንኤል ቀይረንላችኋል!!,ስላቅ
በጠም የምገረመው በርበሬ አመረች ሌለ የምዘረዘረው ሌለ የምድያ ውሸት ሀለበዬ አንደኛ ነት ሁሌም,ስላቅ
ተባረኩ እናንተ ባትኖሩ ከባድነው ።,ስላቅ አይደለም
የህዝብ ድምፅ,ስላቅ አይደለም
ሆዱ ውስጥ ገራጅ ነበረው እንደ?😂😂😂😂,ስላቅ
ገዳዩ እራሱ ስለሆነ ነዋ በዚህ ቅጽበት ለማስመሰል የሃዘን እንጉርጉሮ የለቀቀው !,ስላቅ
ፋና ትልቅ ሚዲያ ስለሆነ ምናለበት እንደዚህ አይነት ዘገባ ባትዘግቡ!!!,ስላቅ አይደለም
አሸባሪ ሁነው እንዴት ነው ሚያድጉት እናተስ የሰራችሁት ግፍ በእስራኤላውያን አረብ የተባለ መጥፋት አለበት,ስላቅ አይደለም
ሀገር በእርስ በርስ ጦርነት ላይ ወድቃ ህዝብ ተፈናቅሎና ተርቦ ኑሮ ውድነቱ ከአቅም በላይ ሆኖ ስራ አጥነት ተስፋፍቶ ኢኮኖሚው አፈር በልቶ ዲፕሎማሲያችን ውርደት ላይ ወድቆ ሀገራችን በውጭው አለም መሳቄያ ሆና ፖርኮች ቤተመንግስት የሚገነባ የጦር መሳሬያ በሌለን ገንዘብ የሚሸምት ወረዳ ብልግና የተባለ የወንበዴ ስብስብና ወፈፌ መሪው አብይ አህመድ ሀገራችንን መጫወቻ ሲያረጎት እያየ የሚያጨበጭብ ሆዳም ወይም መሀይም ተለጣፊዎች ማየትያሳዝናል ትላ,ስላቅ አይደለም
በጣም ያሳዝናል ታሪኩ ልብ ይስብራል,ስላቅ አይደለም
ጅቡቲን እንኳን ማሸነፍ አልቻሉም በጣም ያሳዝናል።,ስላቅ
በጣም የሚገርም ነው። አይደለም በዚህ ደረጃ ትልቅ የሆነ ስራ መስራት ትንሽ ጽሁፍ እራሱ በጣም የሚከብድ ነገር ነው። እንዲህ አይነት ስራ መስራት ደግሞ በእርግጥም እግዚአብሔርን አስቦ ካልሆነ በስተቀር ከባድ ነው። ስለረዳው ክብር ለጌታ ይሁን!!! አሜን!!!,ስላቅ አይደለም
ሕዝብ የለሌበት ሀገር መሆኑ በጄ,ስላቅ
ኑሮ ዉድነት ነው እኮ 😭😭😭,ስላቅ
እንደ ህብረት ደስ የሚል ነገር የለም ?,ስላቅ አይደለም
ቀለባቸው ነው ያገር ዕዳ የሆነብን,ስላቅ
በጅቡቲ አቻ የሚወጣ ብሔራዊ ቡድን ምን ተስፋ አለን ከዚህ ሁሉ እግር ኳስ ክለቡ ፈርሶ በአትሌቲክስ ይደራጅ !!,ስላቅ አይደለም
ምን ይሰራልናል አምሽተን ወክ አናደርግባቸው,ስላቅ አይደለም
ህገመንግሥት ተብዪው አገር አፍራሻና ህዝብን በማያቆርጥ ጦርነት እንዲኖር የተጻፈ ነው የአንድ አገር ህገመንግሥት ህዝቦችን አፋቅሮ ያማኖር ከሆነ ምን ህገመንግሥት ይባላል,ስላቅ አይደለም
ኧረ ፈጣሪን እንኳን ፍሩት እንጂ በስመ አብ 🥱,ስላቅ
Silewስላቅ አይደለምet embayeስላቅ አይደለም mekotatre akitogስላቅ አይደለምali 🙆 😥😥 eስላቅ አይደለምat Le zelalem tiስላቅ አይደለምuriliስላቅ አይደለም ❤️,ስላቅ አይደለም
አለምነክ መቼም ሚዛናዊ አትሆንም እራስህን አጥፋ የሙስሊም ጥላቻ አለብክ መቺም አትደብቀውም እንደናዚ ስንት አመት የተጨፈጨፉት የፍልስጤም ህዝቦች ይፈርዱብካል መያዝክ አይቀርም አትጠራጠር,ስላቅ አይደለም
ዛሬ ደስ ብሎኛል በሌ ቤት ገስቶ ሰርፕራይዝ አደረገኝ,ስላቅ አይደለም
ድል ለማን ልበል ሰላም ላለም ሁሉ አውርድልን የእስራኤልንም ንፁሀንንን እባ ስናይ የፍልስጤምንም እባ ስናይ ያማል ፈጣሪ አለምን ሁሉ ሰላም አርግልን ማስተዋልን ስጠን,ስላቅ አይደለም
ዝም ብሎ እያጨበጨበ የሚወስን አካል ነው እንዴ ያለን?,ስላቅ
ከ አሶሳ ልጆች ጋ ብቻ ቢጫወቱ እናሸንፋቸው ነበረ,ስላቅ
እናት እኮ እናት ናት!! ነፍ ዓመት ኑሪልኝ ዉዱዋ እናቴ ♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️,ስላቅ አይደለም
ከመቶ ሺዎች ወጣቶች መስዋአትነት በላይ የሚያሳዝነው አንደ ጌታቸው አይንት ለዚህ ሁላ መከራ የሆነ ሰው ወደ ስልጣን መመለስ ነው።ነገ ነገሮች የተደላደሉ ሲመ,ስላቅ አይደለም
ከሰሞኑ ዮኒ ማኛ የተባለዉን አዉቆ አበድ የገዛዉ ብልጽግና የዐማራ መነቃቃት የፈጠረበትን ስጋት መደበቅ በማይችልበት ደረጃ የዐማራ አክቲቪስቶችን ሲያጣጥል ተመልክተናል! ስጋ ጥራ ቢሉ,ስላቅ
ከነዚማ የእሮፍናን ኮንሰርት ይሻላል,ስላቅ
ዴሲ ሲል ሰዉ ተበላሺቶአል,ስላቅ አይደለም
ኬላ ዘርግቶ ገንዘብ መቀበል ብቻ አደለም።የመንግስት ወንበደዎች ከዛም ያለፈ ስራ ይሰራሉ።ዘረፍው በዝቷል።,ስላቅ
ጁሀር መሀመድ ምንም እንኳን እኩያዬ ቢሆንም የፖለቲካ ብስለቱ ህዝብን ይዞት ለተነሳው ዓላማ የማታገያ ስልቱ የፖለቲካ ትንታኔው እንዲሁም የአገራችንን ፖለቲካ አረዳዱን ሳላደንቅ አላልፍም የበኩሉን ድርሻ ግን ተወጥቷል የሚል እምነት አለኝ,ስላቅ አይደለም
እረ አቤቤቤት እረ ምን ጉድ ነው የሚስማው እረ የምድሪቱዋ እሀደግ የመረዘው ቆሻሻሻ ይጠፋል ስንል ጭራሽ በዚህ መንግስት ይባስ እረ እግዚአብሔር ይሄ ሁሉ ሀጥያት እየተደረገ መቼ ነው ስምተህን የሚስኪኑን ፍርድ የምትፈርደው እረ ኡኡኡ የሚያስብለው ጆሮዋችን የንፁሀንንን ጭኃት እየስማ አይናችን የሚስኪኖችን ግፍ በማየት አገሽገሽን ጭራሽ ከድጡ ወደማጡ እንግባ እረ እግዚአብሔር ተለመነን ቢያንስ እንደነዚህ ላሉት ህፃናት,ስላቅ
